source_question_index,id,variant_index,variant_id,is_original,question,source,outcome,resolved_at,paraphrase_method
46,UAL,2,UAL::2,False,"Will UAL finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
46,UAL,3,UAL::3,False,"Comparing adjusted closing prices, is UAL's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
46,UAL,4,UAL::4,False,"Does UAL's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
47,TREAST,0,TREAST::0,True,Will the total value of US Treasury securities held by the Federal Reserve have increased by {resolution_date} as compared to its value on {forecast_due_date}?,fred,1,2025-12-23,original
47,TREAST,1,TREAST::1,False,"As of {resolution_date}, will the total value of US Treasury securities held by the Federal Reserve be higher than its value on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
47,TREAST,2,TREAST::2,False,Will the total value of US Treasury securities held by the Federal Reserve show an increase from {forecast_due_date} to {resolution_date}?,fred,1,2025-12-23,macro_increase
47,TREAST,3,TREAST::3,False,"On {resolution_date}, is the total value of US Treasury securities held by the Federal Reserve greater than it was on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
47,TREAST,4,TREAST::4,False,Does the total value of US Treasury securities held by the Federal Reserve rise between {forecast_due_date} and {resolution_date}?,fred,1,2025-12-23,macro_increase
48,TDG,0,TDG::0,True,"Will TDG's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,0,2025-12-23,original
48,TDG,1,TDG::1,False,"On {resolution_date}, will TDG's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,0,2025-12-23,stock_price
48,TDG,2,TDG::2,False,"Will TDG finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
48,TDG,3,TDG::3,False,"Comparing adjusted closing prices, is TDG's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,0,2025-12-23,stock_price
48,TDG,4,TDG::4,False,"Does TDG's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
49,TAP,0,TAP::0,True,"Will TAP's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
49,TAP,1,TAP::1,False,"On {resolution_date}, will TAP's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
49,TAP,2,TAP::2,False,"Will TAP finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
49,TAP,3,TAP::3,False,"Comparing adjusted closing prices, is TAP's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
49,TAP,4,TAP::4,False,"Does TAP's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
50,T5YIE,0,T5YIE::0,True,Will the US' 5-year breakeven inflation rate have increased by {resolution_date} as compared to its value on {forecast_due_date}?,fred,0,2025-12-23,original
50,T5YIE,1,T5YIE::1,False,"As of {resolution_date}, will the US' 5-year breakeven inflation rate be higher than its value on {forecast_due_date}?",fred,0,2025-12-23,macro_increase
50,T5YIE,2,T5YIE::2,False,Will the US' 5-year breakeven inflation rate show an increase from {forecast_due_date} to {resolution_date}?,fred,0,2025-12-23,macro_increase
50,T5YIE,3,T5YIE::3,False,"On {resolution_date}, is the US' 5-year breakeven inflation rate greater than it was on {forecast_due_date}?",fred,0,2025-12-23,macro_increase
50,T5YIE,4,T5YIE::4,False,Does the US' 5-year breakeven inflation rate rise between {forecast_due_date} and {resolution_date}?,fred,0,2025-12-23,macro_increase
51,T10Y2Y,0,T10Y2Y::0,True,Will the yield spread between 10-year and 2-year US Treasury bonds have increased by {resolution_date} as compared to its value on {forecast_due_date}?,fred,1,2025-12-23,original
51,T10Y2Y,1,T10Y2Y::1,False,"As of {resolution_date}, will the yield spread between 10-year and 2-year US Treasury bonds be higher than its value on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
51,T10Y2Y,2,T10Y2Y::2,False,Will the yield spread between 10-year and 2-year US Treasury bonds show an increase from {forecast_due_date} to {resolution_date}?,fred,1,2025-12-23,macro_increase
51,T10Y2Y,3,T10Y2Y::3,False,"On {resolution_date}, is the yield spread between 10-year and 2-year US Treasury bonds greater than it was on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
51,T10Y2Y,4,T10Y2Y::4,False,Does the yield spread between 10-year and 2-year US Treasury bonds rise between {forecast_due_date} and {resolution_date}?,fred,1,2025-12-23,macro_increase
52,SWK,0,SWK::0,True,"Will SWK's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
52,SWK,1,SWK::1,False,"On {resolution_date}, will SWK's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
52,SWK,2,SWK::2,False,"Will SWK finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
52,SWK,3,SWK::3,False,"Comparing adjusted closing prices, is SWK's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
52,SWK,4,SWK::4,False,"Does SWK's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
53,STE,0,STE::0,True,"Will STE's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,0,2025-12-23,original
53,STE,1,STE::1,False,"On {resolution_date}, will STE's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,0,2025-12-23,stock_price
53,STE,2,STE::2,False,"Will STE finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
53,STE,3,STE::3,False,"Comparing adjusted closing prices, is STE's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,0,2025-12-23,stock_price
53,STE,4,STE::4,False,"Does STE's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
54,SP500,0,SP500::0,True,"Will the S&P 500, which represents the daily index value at market close have increased by {resolution_date} as compared to its value on {forecast_due_date}?",fred,1,2025-12-23,original
54,SP500,1,SP500::1,False,"As of {resolution_date}, will the S&P 500, which represents the daily index value at market close be higher than its value on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
54,SP500,2,SP500::2,False,"Will the S&P 500, which represents the daily index value at market close show an increase from {forecast_due_date} to {resolution_date}?",fred,1,2025-12-23,macro_increase
54,SP500,3,SP500::3,False,"On {resolution_date}, is the S&P 500, which represents the daily index value at market close greater than it was on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
54,SP500,4,SP500::4,False,"Does the S&P 500, which represents the daily index value at market close rise between {forecast_due_date} and {resolution_date}?",fred,1,2025-12-23,macro_increase
55,SOFR90DAYAVG,0,SOFR90DAYAVG::0,True,Will the 90-day average of the Federal Reserve's Secured Overnight Financing Rate have increased by {resolution_date} as compared to its value on {forecast_due_date}?,fred,0,2025-12-23,original
55,SOFR90DAYAVG,1,SOFR90DAYAVG::1,False,"As of {resolution_date}, will the 90-day average of the Federal Reserve's Secured Overnight Financing Rate be higher than its value on {forecast_due_date}?",fred,0,2025-12-23,macro_increase
55,SOFR90DAYAVG,2,SOFR90DAYAVG::2,False,Will the 90-day average of the Federal Reserve's Secured Overnight Financing Rate show an increase from {forecast_due_date} to {resolution_date}?,fred,0,2025-12-23,macro_increase
55,SOFR90DAYAVG,3,SOFR90DAYAVG::3,False,"On {resolution_date}, is the 90-day average of the Federal Reserve's Secured Overnight Financing Rate greater than it was on {forecast_due_date}?",fred,0,2025-12-23,macro_increase
55,SOFR90DAYAVG,4,SOFR90DAYAVG::4,False,Does the 90-day average of the Federal Reserve's Secured Overnight Financing Rate rise between {forecast_due_date} and {resolution_date}?,fred,0,2025-12-23,macro_increase
56,ROK,0,ROK::0,True,"Will ROK's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
56,ROK,1,ROK::1,False,"On {resolution_date}, will ROK's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
56,ROK,2,ROK::2,False,"Will ROK finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
56,ROK,3,ROK::3,False,"Comparing adjusted closing prices, is ROK's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
56,ROK,4,ROK::4,False,"Does ROK's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
57,PANW,0,PANW::0,True,"Will PANW's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
57,PANW,1,PANW::1,False,"On {resolution_date}, will PANW's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
57,PANW,2,PANW::2,False,"Will PANW finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
57,PANW,3,PANW::3,False,"Comparing adjusted closing prices, is PANW's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
57,PANW,4,PANW::4,False,"Does PANW's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
58,OXY,0,OXY::0,True,"Will OXY's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,0,2025-12-23,original
58,OXY,1,OXY::1,False,"On {resolution_date}, will OXY's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,0,2025-12-23,stock_price
58,OXY,2,OXY::2,False,"Will OXY finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
58,OXY,3,OXY::3,False,"Comparing adjusted closing prices, is OXY's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,0,2025-12-23,stock_price
58,OXY,4,OXY::4,False,"Does OXY's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
59,OTIS,0,OTIS::0,True,"Will OTIS's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,0,2025-12-23,original
59,OTIS,1,OTIS::1,False,"On {resolution_date}, will OTIS's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,0,2025-12-23,stock_price
59,OTIS,2,OTIS::2,False,"Will OTIS finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
59,OTIS,3,OTIS::3,False,"Comparing adjusted closing prices, is OTIS's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,0,2025-12-23,stock_price
59,OTIS,4,OTIS::4,False,"Does OTIS's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
60,ORLY,0,ORLY::0,True,"Will ORLY's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,0,2025-12-23,original
60,ORLY,1,ORLY::1,False,"On {resolution_date}, will ORLY's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,0,2025-12-23,stock_price
60,ORLY,2,ORLY::2,False,"Will ORLY finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
60,ORLY,3,ORLY::3,False,"Comparing adjusted closing prices, is ORLY's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,0,2025-12-23,stock_price
60,ORLY,4,ORLY::4,False,"Does ORLY's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
61,OBMMIVA30YF,0,OBMMIVA30YF::0,True,Will the 30-year fixed rate Veterans Affairs mortgage index have increased by {resolution_date} as compared to its value on {forecast_due_date}?,fred,1,2025-12-23,original
61,OBMMIVA30YF,1,OBMMIVA30YF::1,False,"As of {resolution_date}, will the 30-year fixed rate Veterans Affairs mortgage index be higher than its value on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
61,OBMMIVA30YF,2,OBMMIVA30YF::2,False,Will the 30-year fixed rate Veterans Affairs mortgage index show an increase from {forecast_due_date} to {resolution_date}?,fred,1,2025-12-23,macro_increase
61,OBMMIVA30YF,3,OBMMIVA30YF::3,False,"On {resolution_date}, is the 30-year fixed rate Veterans Affairs mortgage index greater than it was on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
61,OBMMIVA30YF,4,OBMMIVA30YF::4,False,Does the 30-year fixed rate Veterans Affairs mortgage index rise between {forecast_due_date} and {resolution_date}?,fred,1,2025-12-23,macro_increase
62,OBMMIFHA30YF,0,OBMMIFHA30YF::0,True,Will the 30-year fixed rate FHA mortgage index have increased by {resolution_date} as compared to its value on {forecast_due_date}?,fred,1,2025-12-23,original
62,OBMMIFHA30YF,1,OBMMIFHA30YF::1,False,"As of {resolution_date}, will the 30-year fixed rate FHA mortgage index be higher than its value on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
62,OBMMIFHA30YF,2,OBMMIFHA30YF::2,False,Will the 30-year fixed rate FHA mortgage index show an increase from {forecast_due_date} to {resolution_date}?,fred,1,2025-12-23,macro_increase
62,OBMMIFHA30YF,3,OBMMIFHA30YF::3,False,"On {resolution_date}, is the 30-year fixed rate FHA mortgage index greater than it was on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
62,OBMMIFHA30YF,4,OBMMIFHA30YF::4,False,Does the 30-year fixed rate FHA mortgage index rise between {forecast_due_date} and {resolution_date}?,fred,1,2025-12-23,macro_increase
63,NTAP,0,NTAP::0,True,"Will NTAP's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
63,NTAP,1,NTAP::1,False,"On {resolution_date}, will NTAP's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
63,NTAP,2,NTAP::2,False,"Will NTAP finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
63,NTAP,3,NTAP::3,False,"Comparing adjusted closing prices, is NTAP's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
63,NTAP,4,NTAP::4,False,"Does NTAP's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
64,NSC,0,NSC::0,True,"Will NSC's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
64,NSC,1,NSC::1,False,"On {resolution_date}, will NSC's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
64,NSC,2,NSC::2,False,"Will NSC finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
64,NSC,3,NSC::3,False,"Comparing adjusted closing prices, is NSC's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
64,NSC,4,NSC::4,False,"Does NSC's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
65,NFCICREDIT,0,NFCICREDIT::0,True,Will the Chicago Fed's National Financial Conditions Credit Subindex have increased by {resolution_date} as compared to its value on {forecast_due_date}?,fred,0,2025-12-23,original
65,NFCICREDIT,1,NFCICREDIT::1,False,"As of {resolution_date}, will the Chicago Fed's National Financial Conditions Credit Subindex be higher than its value on {forecast_due_date}?",fred,0,2025-12-23,macro_increase
65,NFCICREDIT,2,NFCICREDIT::2,False,Will the Chicago Fed's National Financial Conditions Credit Subindex show an increase from {forecast_due_date} to {resolution_date}?,fred,0,2025-12-23,macro_increase
65,NFCICREDIT,3,NFCICREDIT::3,False,"On {resolution_date}, is the Chicago Fed's National Financial Conditions Credit Subindex greater than it was on {forecast_due_date}?",fred,0,2025-12-23,macro_increase
65,NFCICREDIT,4,NFCICREDIT::4,False,Does the Chicago Fed's National Financial Conditions Credit Subindex rise between {forecast_due_date} and {resolution_date}?,fred,0,2025-12-23,macro_increase
66,NDSN,0,NDSN::0,True,"Will NDSN's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
66,NDSN,1,NDSN::1,False,"On {resolution_date}, will NDSN's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
66,NDSN,2,NDSN::2,False,"Will NDSN finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
66,NDSN,3,NDSN::3,False,"Comparing adjusted closing prices, is NDSN's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
66,NDSN,4,NDSN::4,False,"Does NDSN's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
67,MTCH,0,MTCH::0,True,"Will MTCH's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
67,MTCH,1,MTCH::1,False,"On {resolution_date}, will MTCH's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
67,MTCH,2,MTCH::2,False,"Will MTCH finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
67,MTCH,3,MTCH::3,False,"Comparing adjusted closing prices, is MTCH's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
67,MTCH,4,MTCH::4,False,"Does MTCH's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
68,MPC,0,MPC::0,True,"Will MPC's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,0,2025-12-23,original
68,MPC,1,MPC::1,False,"On {resolution_date}, will MPC's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,0,2025-12-23,stock_price
68,MPC,2,MPC::2,False,"Will MPC finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
68,MPC,3,MPC::3,False,"Comparing adjusted closing prices, is MPC's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,0,2025-12-23,stock_price
68,MPC,4,MPC::4,False,"Does MPC's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,0,2025-12-23,stock_price
69,MMTY,0,MMTY::0,True,Will the yield on money market investments based on US treasury obligations have increased by {resolution_date} as compared to its value on {forecast_due_date}?,fred,1,2025-12-23,original
69,MMTY,1,MMTY::1,False,"As of {resolution_date}, will the yield on money market investments based on US treasury obligations be higher than its value on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
69,MMTY,2,MMTY::2,False,Will the yield on money market investments based on US treasury obligations show an increase from {forecast_due_date} to {resolution_date}?,fred,1,2025-12-23,macro_increase
69,MMTY,3,MMTY::3,False,"On {resolution_date}, is the yield on money market investments based on US treasury obligations greater than it was on {forecast_due_date}?",fred,1,2025-12-23,macro_increase
69,MMTY,4,MMTY::4,False,Does the yield on money market investments based on US treasury obligations rise between {forecast_due_date} and {resolution_date}?,fred,1,2025-12-23,macro_increase
70,MKTX,0,MKTX::0,True,"Will MKTX's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
70,MKTX,1,MKTX::1,False,"On {resolution_date}, will MKTX's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
70,MKTX,2,MKTX::2,False,"Will MKTX finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
70,MKTX,3,MKTX::3,False,"Comparing adjusted closing prices, is MKTX's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
70,MKTX,4,MKTX::4,False,"Does MKTX's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
71,MKC,0,MKC::0,True,"Will MKC's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
71,MKC,1,MKC::1,False,"On {resolution_date}, will MKC's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
71,MKC,2,MKC::2,False,"Will MKC finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
71,MKC,3,MKC::3,False,"Comparing adjusted closing prices, is MKC's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
71,MKC,4,MKC::4,False,"Does MKC's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
72,MET,0,MET::0,True,"Will MET's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
72,MET,1,MET::1,False,"On {resolution_date}, will MET's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
72,MET,2,MET::2,False,"Will MET finish the market day on {resolution_date} above its close on {forecast_due_date}, accounting for stock splits, reverse splits, and final-close resolution for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
72,MET,3,MET::3,False,"Comparing adjusted closing prices, is MET's market close on {resolution_date} higher than its market close on {forecast_due_date}, with delisted companies resolved to their final close price?",yfinance,1,2025-12-23,stock_price
72,MET,4,MET::4,False,"Does MET's market close price on {resolution_date}, after any stock split or reverse split adjustment, come in above the close on {forecast_due_date}, using the last close for merger or bankruptcy delistings?",yfinance,1,2025-12-23,stock_price
73,LRCX,0,LRCX::0,True,"Will LRCX's market close price on {resolution_date} be higher than its market close price on {forecast_due_date}?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",yfinance,1,2025-12-23,original
73,LRCX,1,LRCX::1,False,"On {resolution_date}, will LRCX's split-adjusted market close price exceed its market close price on {forecast_due_date}; if the company was delisted through a merger or bankruptcy, use its final close price?",yfinance,1,2025-12-23,stock_price
